Regions_ID;Regionsname;y_1850;y_1860;y_1870;y_1880;y_1890;y_1900;y_1910;y_1920;y_1930;y_1940;y_1950;y_1960;y_1970;y_1980;y_1990;y_2000;y_2014;Kanton;;;;;;
1163;Wiliberg;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;AG;;;;;;
1164;Zofingen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;AG;;;;;;
1165;Böttstein;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1166;Döttingen;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1167;Fisibach;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit Katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1168;Full-Reuenthal;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;AG;;;;;;
1169;Klingnau;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1170;Koblenz;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1171;Lengnau (AG);Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;AG;;;;;;
1172;Leuggern;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;AG;;;;;;
1173;Mellikon;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit Reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1174;Schneisingen;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1175;Siglistorf;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit Katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: ≥ 80,0 %;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1176;Tegerfelden;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;AG;;;;;;
1177;Arbon;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit Reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;TG;;;;;;
1178;Dozwil;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit mit anderer oder ohne Religionszugehörigkeit: 40,0 - 59,9 %;Mehrheit mit anderer oder ohne Religionszugehörigkeit: 40,0 - 59,9 %;TG;;;;;;
1179;Egnach;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1180;Hefenhofen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1181;Horn;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;TG;;;;;;
1182;Kesswil;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1183;Roggwil (TG);Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1184;Romanshorn;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;TG;;;;;;
1185;Salmsach;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1186;Uttwil;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1187;Amriswil;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 20,0 - 39,9 %;Mehrheit katholisch: 20,0 - 39,9 %;TG;;;;;;
1188;Bischofszell;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;TG;;;;;;
1189;Aadorf;Mehrheit katholisch: 60,0 - 79,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit Reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;TG;;;;;;
1190;Frauenfeld;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1191;Gachnang;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1192;Matzingen;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1193;Stettfurt;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
1194;Altnau;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;TG;;;;;;
